species,Long,Lat
Eulophia maculata,-12.300278,-41.311111
Cattleya pfisteri,-13.183333,-41.183333
Campylocentrum micranthum,-13.413889,-40.407222
Cattleya elongata,-13.200833,-41.213056
Gomesa flexuosa,-12.471389,-39.475833
Sobralia liliastrum,-12.471389,-39.475833
Bulbophyllum exaltatum,-13.7575,-41.765278
Epidendrum secundum,-16.583333,-39.583333
Habenaria meeana,-13.949444,-41.945278
Bulbophyllum weddellii,-13.949444,-41.945278
Sarcoglottis riocontensis,-13.949444,-41.945278
Bulbophyllum exaltatum,-13.9375,-41.937222
Acianthera ochreata,-13.949444,-41.945278
Epidendrum warasii,-13.949444,-41.945278
Epidendrum cinnabarinum,-12.696389,-37.683333
Stelis montserratii,-13.902778,-41.903333
Vanilla palmarum,-14.216389,-40.208333
Vanilla phaeantha,-15.014444,-39.006389
Catasetum roseoalbum,-15.014444,-39.006389
Brassavola tuberculata,-12.318611,-38.318611
Pelexia viridis,-12.318611,-38.318611
Vanilla angustipetala,-13.693333,-39.685833
Epidendrum cinnabarinum,-14.129444,-40.129444
Notylia microchila,-12.966667,-37.966667
Gongora meneziana,-12.883333,-37.883333
Habenaria lavrensis,-15.0125,-48.003889
Madisonia ianthina,-13.116667,-39.116667
Dichaea calyculata,-25.306111,-48.312778
Gomesa flexuosa,-12.475833,-39.473611
Stelis aprica,-14.538889,-39.535833
Gomesa ramosa,-14.8,-40.8
Habenaria leucosantha,-15.974167,-47.973889
Epidendrum smaragdinum,-9.779167,-64.779722
Discyphus scopulariae,-11.033333,-38.033333
Encyclia jenischiana,-12.853056,-39.854167
Notylia pubescens,-13.201944,-40.201944
Maxillaria brasiliensis,-0.8875,-66.887222
Epidendrum nocturnum,-0.898611,-66.8875
Wullschlaegelia aphylla,-3.2675,-60.276389
Vanilla palmarum,-12.038056,-39.046944
Sobralia liliastrum,-1.052778,-60.061111
Prosthechea crassilabia,-9.933056,-64.932222
Prosthechea crassilabia,-9.848611,-64.842778
Catasetum hookeri,-11.2,-41.2
Prosthechea aemula,-13.995556,-38.984444
Encyclia alboxanthina,-10.335556,-37.341389
Cyrtopodium parviflorum,-12.501111,-41.510833
Cleistes moritzii,-12.476111,-41.4825
Epidendrum saxatile,-12.476111,-41.4825
Sobralia liliastrum,-12.430278,-41.418611
Epistephium williamsii,-6.131667,-35.122222
Habenaria secundiflora,-15,-48
Notylia lyrata,-16.375278,-47.374167
Epidendrum secundum,-15.1,-48.1
Vanilla palmarum,-15.75,-55.75
Habenaria hexaptera,-15,-48
Habenaria trifida,-15,-48
Orleanesia mineirosensis,-14.028333,-49.017778
Habenaria nuda,-15.888333,-47.890278
Habenaria leprieurii,-15,-48
Sarcoglottis biflora,-15,-48
Habenaria trifida,-15.907778,-47.905278
Epidendrum amblostomoides,-14.028333,-49.017778
Cyrtopodium poecilum,-15.016667,-48.016667
Cyrtopodium virescens,-14.711944,-48.716111
Epistephium sclerophyllum,-15,-48
Cyrtopodium cristatum,-15.763611,-47.751111
Epistephium sclerophyllum,-15.908611,-47.901944
Campylocentrum neglectum,-16.3225,-47.325556
Epidendrum secundum,-15.9,-47.9
Habenaria armata,-15.016667,-48.016667
Trichocentrum cepula,-14.053889,-49.053056
Habenaria parviflora,-16.056667,-48.053889
Lockhartia goyazensis,-14.016667,-49.018889
Gomesa fuscopetala,-14.028333,-49.017778
Epidendrum cinnabarinum,-6.130833,-35.122778
Polystachya foliosa,-12.223333,-47.217222
Habenaria ciliatisepala,-15.194444,-48.184722
Cyrtopodium flavum,-6.130833,-35.122778
Encyclia linearifolioides,-12.223333,-47.217222
Habenaria spathulifera,-12.554444,-47.562222
Gomesa macropetala,-13.746389,-46.741944
Habenaria coxipoensis,-12.632778,-47.628889
Gomesa barbata,-11.033333,-38.033333
Gomesa barbata,-12.016667,-38.016667
Dichaea panamensis,-12.966667,-37.966667
Notylia sagittifera,-11.183333,-39.183333
Encyclia oncidioides,-11.195556,-39.193611
Epidendrum saxatile,-12.516667,-41.516667
Zygopetalum sellowii,-12.516667,-41.516667
Epidendrum nocturnum,-9.7825,-52.779167
Galeandra styllomisantha,-9.739167,-52.744444
Cyrtopodium gigas,-12.7,-39.7
Prescottia plantaginifolia,-13.404167,-40.413333
Cyrtopodium holstii,-13.969167,-39.981111
Vanilla palmarum,-13.99,-39.991667
Gomesa barbata,-11.2,-39.2
Cyrtopodium saintlegerianum,-11.2,-39.2
Trichocentrum cepula,-11.2,-39.2
Trichocentrum cepula,-12.898889,-39.899722
Habenaria pratensis,-12.883333,-37.883333
Epistephium williamsii,-12.472222,-41.470833
Epidendrum cinnabarinum,-12.033333,-38.033333
Epidendrum martianum,-12.475556,-41.475556
Cattleya elongata,-12.475278,-41.471389
Encyclia alboxanthina,-12.447222,-41.446667
Polystachya concreta,-12.433333,-41.433333
Maxillaria notylioglossa,-12.456667,-41.452778
Octomeria alexandri,-12.456667,-41.452778
Campylocentrum crassirhizum,-12.471389,-41.468056
Epidendrum orchidiflorum,-12.443056,-41.440278
Epidendrum secundum,-12.475278,-41.471389
Paradisanthus bahiensis,-12.430556,-41.420556
Epidendrum orchidiflorum,-12.291944,-41.2875
Epidendrum secundum,-12.473333,-41.469444
Encyclia alboxanthina,-12.443056,-41.440278
Epidendrum secundum,-12.472222,-41.470833
Habenaria hamata,-12.466667,-41.472222
Paradisanthus bahiensis,-12.419444,-41.420833
Pelexia cuculligera,-12.466667,-41.466667
Cyrtopodium flavum,-12.456667,-41.452778
Cyrtopodium aliciae,-12.475278,-41.471389
Cyrtopodium aliciae,-12.443056,-41.440278
Acianthera prolifera,-12.466667,-41.466667
Veyretia sincorensis,-12.456667,-41.452778
Acianthera ochreata,-12.416667,-41.416667
Sobralia sessilis,-12.443056,-41.440278
Acianthera prolifera,-12.472222,-41.470833
Acianthera ochreata,-12.431667,-41.421389
Gomesa ramosa,-12.472222,-41.470833
Gomesa ramosa,-12.456667,-41.452778
Sobralia cardosoi,-12.416667,-41.416667
Epistephium williamsii,-13.796111,-38.785
Eltroplectris calcarata,-15.003333,-39.003333
Aganisia pulchella,-15.087222,-39.096111
Koellensteinia spiralis,-15.087222,-39.096111
Epidendrum cinnabarinum,-15.087222,-39.096111
Sobralia liliastrum,-12,-41
Vanilla palmarum,-12.873333,-38.8825
Campylocentrum sellowii,-13.413056,-40.4075
Acianthera ochreata,-13.418056,-40.427222
Encyclia dichroma,-13.418056,-40.427222
Vanilla palmarum,-17.429722,-40.422222
Sacoila lanceolata,-12.033333,-38.033333
Epidendrum orchidiflorum,-12.5025,-41.503056
Epidendrum orchidiflorum,-12.479722,-41.482778
Gomesa sincorana,-12.514444,-41.503333
Cattleya pfisteri,-12.484722,-41.488889
Cleistes exilis,-12.516111,-41.503333
Encyclia alboxanthina,-12.515,-41.508056
Epistephium williamsii,-12.486944,-41.496111
Cattleya luetzelburgii,-12.505278,-41.504444
Epidendrum secundum,-12.486944,-41.496111
Epistephium williamsii,-12.512778,-41.505556
Cattleya pfisteri,-12.512222,-41.505
Zygopetalum maculatum,-12.512222,-41.505
Epidendrum secundum,-12.486667,-41.485278
Aspidogyne foliosa,-15.003056,-39.0025
Pseudolaelia vellozicola,-21.455278,-41.4575
Pseudolaelia corcovadensis,-22.343889,-43.348611
Pseudolaelia irwiniana,-19.038611,-43.046667
Pseudolaelia dutrae,-19.753333,-40.756944
Pseudolaelia corcovadensis,-21.310278,-43.305833
Encyclia duveenii,-16.9,-42.908333
Cattleya elongata,-13.750833,-41.765
Prescottia plantaginifolia,-24.069167,-49.071111
Epistephium laxiflorum,-16.568889,-47.571667
Gomesa ciliata,-12.016667,-38.016667
Polystachya concreta,-6.5825,-35.5825
Brassavola tuberculata,-6.5825,-35.5825
Vanilla phaeantha,-12.05,-38.05
Encyclia oncidioides,-12.05,-38.05
Bulbophyllum exaltatum,-16.759167,-42.751111
Trichocentrum cepula,-15.707778,-42.703056
Habenaria rodeiensis,-12,-38
Epidendrum denticulatum,-14.003611,-39.011944
Eulophia maculata,-3.4,-38.4
Epidendrum warasii,-13.383056,-41.373889
Gomesa blanchetii,-12.506111,-41.511389
Epidendrum secundum,-12.506111,-41.511389
Cattleya pfisteri,-12.506111,-41.511389
Epidendrum setiferum,-12.506111,-41.511389
Bulbophyllum plumosum,-12.506111,-41.511389
Cattleya sincorana,-12.506111,-41.511389
Sacoila lanceolata,-12.506111,-41.511389
Bifrenaria tyrianthina,-12.506111,-41.511389
Polystachya foliosa,-12.506111,-41.511389
Cattleya luetzelburgii,-12.333333,-41.333333
Encyclia alboxanthina,-12.333333,-41.333333
Sacoila lanceolata,-17.383333,-39.389444
Sobralia liliastrum,-17.233333,-39.2375
Cyrtopodium flavum,-12.9,-37.903889
Eltroplectris calcarata,-13.783333,-38.784167
Brassavola tuberculata,-13,-39.016111
Epistephium williamsii,-13.783333,-38.785
Lockhartia lunifera,-13,-39.016111
Cyrtopodium flavum,-13.783333,-38.785
Catasetum purum,-17.283333,-39.296111
Eltroplectris calcarata,-17.3,-39.308611
Catasetum discolor,-13.783333,-38.785
Eulophia maculata,-17.283333,-39.296111
Epistephium williamsii,-17.3,-39.308611
Epidendrum denticulatum,-17.3,-39.308611
Eltroplectris triloba,-11.596111,-49.587222
Epistephium williamsii,-12.587222,-49.595278
Cyrtopodium flavum,-11.599167,-49.59
Brassavola tuberculata,-11.435556,-49.446667
Habenaria pratensis,-11.491667,-49.496389
Eulophia maculata,-11.435556,-49.446667
Encyclia oncidioides,-11.491667,-49.496389
Eltroplectris calcarata,-15.983333,-38.983333
Koellensteinia florida,-16.016667,-39.016667
Sobralia liliastrum,-11.983333,-40.983333
Epidendrum warasii,-12.616111,-41.603056
Epidendrum orchidiflorum,-12.616111,-41.603056
Encyclia alboxanthina,-12.615833,-41.603333
Habenaria longicauda,-6.111111,-45.1125
Cleistes grandiflora,-7.711667,-45.707778
Cyrtopodium parviflorum,-13.933333,-41.933333
Encyclia alboxanthina,-12.429444,-41.428333
Isochilus linearis,-22.504167,-46.511111
Prosthechea pygmaea,-24.083333,-48.083333
Cyrtopodium flavum,-12.983333,-37.983333
Anathallis obovata,-22.504167,-46.511111
Vanilla palmarum,-12.420556,-40.422222
Cyrtopodium holstii,-12.420556,-40.422222
Trichocentrum cepula,-12.089167,-39.083611
Sarcoglottis fasciculata,-12.089167,-39.083611
Eltroplectris triloba,-12.089167,-39.083611
Habenaria spanophytica,-12.454444,-41.4625
Habenaria parviflora,-22.020556,-46.032222
Habenaria rodeiensis,-11.199722,-41.185556
Eulophia maculata,-12.316111,-41.31
Discyphus scopulariae,-12.016667,-38.016667
Liparis nervosa,-12.033333,-38.033333
Leochilus labiatus,-11.033333,-38.033333
Epidendrum cinnabarinum,-12,-38
Gongora meneziana,-12,-38
Epidendrum hololeucum,-20.533333,-40.533333
Polystachya concreta,-10.066667,-39.066667
Sobralia sessilis,-11.132222,-41.12
Encyclia patens,-7.761667,-47.752778
Encyclia patens,-12.211389,-48.213889
Encyclia patens,-12.223333,-47.217222
Encyclia patens,-12.246944,-48.236667
Encyclia patens,-7.482778,-47.478056
Encyclia patens,-11.519167,-46.517222
Encyclia patens,-7.943889,-47.937778
Encyclia patens,-13.110556,-48.113889
Encyclia patens,-12.174444,-48.166944
Octomeria grandiflora,-23.644722,-46.634444
Zygopetalum maculatum,-15.389444,-39.385278
Acianthera ochreata,-8.948611,-35.943889
Vanilla palmarum,-12.471389,-39.48
Prosthechea calamaria,-14.605833,-39.603333
Elleanthus linifolius,-14.605833,-39.603333
Epidendrum ramosum,-15.340833,-39.339444
Habenaria fluminensis,-15.333333,-39.333333
Epistephium williamsii,-15.053333,-39.051389
Sobralia liliastrum,-19.959722,-39.962778
Sobralia liliastrum,-16.205,-39.206389
Epistephium sclerophyllum,-11.038333,-46.041667
Habenaria secundiflora,-11.038333,-46.041667
Habenaria balansae,-11.827778,-45.826944
Encyclia alboxanthina,-12.383333,-41.383333
Cattleya elongata,-12.383333,-41.383333
Epidendrum orchidiflorum,-12.383333,-41.383333
Acianthera ochreata,-12.383333,-41.383333
Thelyschista ghillanyi,-12.383333,-41.383333
Octomeria crassifolia,-14.538056,-39.536111
Epidendrum dendrobioides,-18.845278,-43.842778
Notylia sagittifera,-11.033333,-38.033333
Bulbophyllum ipanemense,-11.183333,-41.189722
Eltroplectris triloba,-12.529444,-39.526944
Eulophia maculata,-12.529444,-39.526944
Cyrtopodium saintlegerianum,-11.207778,-39.204167
Gomesa barbata,-11.208611,-39.202222
Catasetum luridum,-11.206389,-39.202778
Vanilla palmarum,-11.206667,-39.204444
Pelexia trachyglossa,-11.21,-39.203056
Encyclia oncidioides,-11.209167,-39.201389
Polystachya concreta,-11.208611,-39.202222
Trichocentrum pumilum,-11.209167,-39.201389
Polystachya concreta,-11.208333,-39.201111
Campylocentrum robustum,-11.210278,-39.204167
Encyclia oncidioides,-11.207778,-39.2025
Eulophia maculata,-11.212222,-39.201111
Eltroplectris triloba,-11.208611,-39.200833
Pelexia trachyglossa,-11.209167,-39.201389
Trichocentrum cepula,-11.210278,-39.204167
Eltroplectris triloba,-11.208611,-39.202222
Cleistes rosea,-13.910833,-41.913889
Cyrtopodium gigas,-12,-38
Bifrenaria tyrianthina,-15.813333,-42.803889
Eulophia maculata,-6.518611,-35.529722
Habenaria leptoceras,-12.7925,-41.793611
Cyrtopodium paludicola,-16.216667,-49.216667
Skeptrostachys congestiflora,-13.275,-41.266667
Bulbophyllum involutum,-18.511944,-43.501389
Koellensteinia eburnea,-14.799722,-47.787778
Habenaria orchiocalcar,-14.799722,-47.787778
Aspidogyne pedicellata,-18.740278,-43.749167
Epistephium sclerophyllum,-19.729444,-46.726389
Acianthera ochreata,-19.7,-43.706944
Koellensteinia eburnea,-19.502778,-43.506111
Epistephium sclerophyllum,-19.565278,-43.560556
Galeandra montana,-21.284167,-44.293889
Cleistes rosea,-19.502778,-43.506111
Brassavola tuberculata,-12.981389,-40.980556
Epidendrum saxatile,-19.502778,-43.506111
Bulbophyllum weddellii,-19.565278,-43.560556
Catasetum luridum,-12.418333,-38.428056
Catasetum macrocarpum,-12.033333,-38.033333
Acianthera ochreata,-10.308611,-41.313333
Pseudolaelia vellozicola,-13.483333,-40.483333
Isochilus linearis,-11.240556,-41.246667
Encyclia patens,-13.023611,-47.016667
Epistephium williamsii,-12.883333,-37.883333
Cattleya labiata,-8.990278,-35.988333
Cyrtopodium flavum,-8.008056,-36.010278
Prescottia phleoides,-8.008056,-36.010278
Cattleya luetzelburgii,-13.844444,-41.840556
Epidendrum cinnabarinum,-12.916389,-37.908611
Polystachya foliosa,-12.433333,-41.433333
Cattleya labiata,-7.969444,-35.983056
Cattleya labiata,-7.022222,-36.024444
Cattleya labiata,-6.606667,-35.614722
Cattleya labiata,-8.410278,-36.407778
Madisonia ianthina,-12.033333,-38.033333
Habenaria rodeiensis,-12.033333,-38.033333
Encyclia bohnkiana,-12.033333,-38.033333
Coryanthes speciosa,-12.033333,-38.033333
Habenaria petalodes,-10.420833,-38.433056
Epidendrum dendrobioides,-13.861667,-41.8525
Zygopetalum sellowii,-18.063611,-43.056389
Prosthechea widgrenii,-17.338333,-43.346389
Cattleya elongata,-12.473611,-41.477778
Habenaria coxipoensis,-15.9825,-47.975278
Epidendrum secundum,-10.378333,-40.373056
Cattleya bicolor,-16.337222,-47.334167
Cattleya bicolor,-16.320556,-47.323056
Cattleya bicolor,-16.304167,-47.309444
Cattleya walkeriana,-13.258889,-48.2625
Cattleya bicolor,-18.306944,-47.307222
Cleistes rosea,-14.750833,-47.760278
Brassavola tuberculata,-13.789444,-41.798333
Epidendrum secundum,-20.430556,-43.432222
Galeandra beyrichii,-12.470556,-39.475833
Trichocentrum cepula,-14.645,-46.644444
Epidendrum cinnabarinum,-17.226111,-39.223333
Cleistes rosea,-17.226111,-39.223333
Catasetum hookeri,-13.116667,-39.116667
Dichaea pendula,-13.116667,-39.116667
Dichaea panamensis,-13.116667,-39.116667
Polystachya concreta,-13.116667,-39.116667
Koellensteinia graminea,-13.116667,-39.116667
Sobralia sessilis,-12.3,-41.3
Habenaria ludibundiciliata,-15.834722,-55.841111
Sobralia liliastrum,-12.034444,-38.048611
Encyclia oncidioides,-12.034444,-38.048611
Cattleya granulosa,-12.034444,-38.048611
Encyclia alboxanthina,-14.001667,-41.000278
Campylocentrum sellowii,-14.001667,-41.000278
Campylocentrum robustum,-14.001667,-41.000278
Encyclia jenischiana,-13.150556,-40.151111
Encyclia jenischiana,-11.974722,-39.973611
Encyclia dichroma,-12.525,-39.522222
Encyclia jenischiana,-12.525,-39.522222
Encyclia dichroma,-16.009167,-39.008333
Epistephium williamsii,-11.133056,-41.120556
Sobralia sessilis,-11.133056,-41.120556
Acianthera ochreata,-11.133056,-41.120556
Bulbophyllum napellii,-12.470833,-41.475
Vanilla palmarum,-11.312222,-41.305
Vanilla palmarum,-11.175,-41.183056
Encyclia alboxanthina,-11.207778,-41.207222
Dichaea pendula,-12.466667,-39.466667
Discyphus scopulariae,-12.95,-37.95
Habenaria petalodes,-12.95,-37.95
Eulophia maculata,-12.504444,-38.510833
Eulophia maculata,-12.072778,-39.082778
Cyclopogon elatus,-12.072778,-39.082778
Epidendrum rigidum,-13.514722,-39.506944
Habenaria pratensis,-13.058611,-39.054444
Sacoila lanceolata,-13.008889,-39.013056
Sacoila lanceolata,-19.471111,-42.466667
Koellensteinia eburnea,-21.183333,-44.183333
Habenaria caldensis,-19.535556,-43.5475
Habenaria rodeiensis,-19.7,-43.7
Cleistes moritzii,-19.533889,-43.547222
Habenaria itatiayae,-19.7,-43.7
Habenaria caldensis,-19.490278,-43.499722
Epidendrum cinnabarinum,-11.1,-41.1
Campylocentrum crassirhizum,-11.231667,-41.218056
Vanilla palmarum,-11.030556,-41.019444
Catasetum luridum,-11.311667,-41.304444
Cyrtopodium gigas,-11.311667,-41.304444
Vanilla palmarum,-11.311667,-41.304444
Gomesa varicosa,-11.279167,-41.270278
Vanilla palmarum,-11.279167,-41.270278
Catasetum luridum,-11.310556,-41.306667
Gomesa varicosa,-11.279167,-41.270556
Gomesa varicosa,-11.311944,-41.304722
Epidendrum secundum,-11.279722,-41.269722
Gomesa varicosa,-11.279722,-41.269722
Campylocentrum crassirhizum,-11.048333,-41.0475
Catasetum luridum,-11.031111,-41.024444
Galeandra beyrichii,-11.031111,-41.024444
Habenaria rodeiensis,-12.5,-41.5
Prescottia oligantha,-25.901111,-47.9125
Cleistes paranaensis,-12.5,-41.5
Zygopetalum maculatum,-12.579167,-41.568333
Pelexia viridis,-12.508333,-41.508333
Zygopetalum maculatum,-12.508333,-41.508333
Cattleya sincorana,-11.360556,-40.365278
Campylocentrum sellowii,-11.100833,-41.103889
Acianthera ochreata,-11.100833,-41.103889
Bulbophyllum exaltatum,-11.100833,-41.103889
Gomesa ramosa,-11.100833,-41.103889
Cattleya pfisteri,-13.308889,-41.315556
Cattleya pfisteri,-12.504167,-41.5075
Cattleya pfisteri,-13.603889,-41.609722
Cattleya pfisteri,-14.483333,-42.486111
Epidendrum secundum,-11.011111,-41.015
Epidendrum orchidiflorum,-11.011111,-41.015
Acianthera ochreata,-11.229722,-41.225278
Polystachya concreta,-11.229722,-41.225278
Acianthera ochreata,-11.279444,-41.269722
Epidendrum warasii,-11.157778,-41.164722
Gomesa varicosa,-11.279444,-41.269722
Brassavola tuberculata,-11.229722,-41.225278
Campylocentrum sellowii,-11.229722,-41.225278
Gomesa barbata,-11.279444,-41.269722
Cattleya tenuis,-11.229722,-41.225278
Cattleya aclandiae,-12.087778,-39.083889
Cleistes paranaensis,-19.555278,-43.563611
Polystachya concreta,-11.017778,-41.027222
Sarcoglottis fasciculata,-12.072778,-39.082778
Eltroplectris triloba,-12.072778,-39.082778
Encyclia oncidioides,-13.124167,-40.122222
Gomesa ramosa,-11,-40
Campylocentrum robustum,-15.79,-39.786111
Sacoila lanceolata,-11.297222,-43.284444
Vanilla phaeantha,-11.0775,-45.071944
Cattleya amethystoglossa,-11.247778,-41.235833
Epistephium laxiflorum,-12.085,-45.098056
Acianthera ochreata,-13.915556,-41.904167
Habenaria parviflora,-13.833333,-41.833333
Bletia catenulata,-13.911389,-41.912222
Epidendrum cinnabarinum,-12.575,-41.575556
Bletia catenulata,-12.083889,-45.0975
Epidendrum secundum,-11.207778,-41.208611
Sobralia sessilis,-11.992222,-40.998056
Acianthera ochreata,-11.992222,-40.998056
Epidendrum secundum,-11,-40.000556
Cyrtopodium aliciae,-12.415,-41.405833
Epidendrum orchidiflorum,-11,-40.000556
Catasetum luridum,-11.215278,-41.213333
Encyclia alboxanthina,-11.215278,-41.213333
Vanilla palmarum,-11.859722,-40.850833
Cattleya elongata,-11,-40.000556
Vanilla palmarum,-11.266389,-41.253056
Cattleya pfisteri,-13.325,-41.318056
Cyrtopodium flavum,-12.427778,-41.432222
Cattleya elongata,-12.333333,-41.333333
Habenaria fluminensis,-13.383333,-41.383333
Habenaria repens,-12.399722,-41.385
Habenaria fluminensis,-15.016111,-39.007222
Habenaria pratensis,-15.985,-38.989444
Habenaria pratensis,-15.003611,-39.008056
Baskervilla paranaensis,-15.340833,-39.339444
Habenaria petalodes,-11.626667,-38.6225
Elleanthus hymenophorus,-15.340833,-39.339444
Brachionidium restrepioides,-15.340833,-39.339444
Elleanthus brasiliensis,-15.573056,-39.566944
Dichaea cogniauxiana,-15.558333,-39.565278
Maxillaria leucaimata,-15.558333,-39.565278
Epidendrum secundum,-16.607222,-39.603056
Liparis nervosa,-14.603611,-39.6025
Epidendrum carpophorum,-15.340278,-39.341667
Eulophia maculata,-13.709444,-39.716111
Sobralia liliastrum,-13.921944,-38.919722
Prosthechea vespa,-15.558333,-39.565278
Epidendrum secundum,-14.603611,-39.6
Sobralia sessilis,-12.1825,-41.171944
Vanilla chamissonis,-12.099722,-45.095
Cyclopogon elatus,-12.0875,-39.083333
Eulophia maculata,-12.0875,-39.083333
Eltroplectris triloba,-12.0875,-39.083333
Encyclia patens,-11.2,-41.202222
Prescottia oligantha,-11.188056,-41.192778
Prosthechea widgrenii,-18.333333,-43.333333
Cyclopogon elegans,-23.818333,-44.816667
Encyclia andrichii,-11.15,-40.15
Encyclia oncidioides,-11.15,-40.15
Encyclia alboxanthina,-11.15,-40.15
Acianthera ochreata,-11.15,-40.15
Bulbophyllum exaltatum,-11.15,-40.15
Maxillaria nasuta,-13.664722,-39.658611
Sobralia sessilis,-13.664722,-39.658611
Gomesa sincorana,-13.157222,-41.1525
Epidendrum secundum,-12.463889,-41.457778
Trichocentrum cepula,-12.976944,-44.968889
Epidendrum orchidiflorum,-11.185556,-41.192778
Acianthera ochreata,-11.187778,-41.193056
Acianthera ochreata,-11.185556,-41.192778
Epidendrum cinnabarinum,-11.187778,-41.191389
Acianthera ochreata,-11.15,-41.15
Sobralia sessilis,-11.15,-41.15
Trichocentrum cepula,-13.2075,-42.208889
Eulophia maculata,-13.246111,-42.243611
Epidendrum cinnabarinum,-11.19,-41.194167
Prosthechea silvana,-12.469722,-39.476944
Epidendrum ramosum,-12.636389,-39.643611
Epidendrum carpophorum,-13.664722,-39.658611
Liparis nervosa,-12.687778,-39.6925
Vanilla phaeantha,-12.071667,-38.083056
Aspidogyne longicornu,-14.2,-39.2
Sarcoglottis curvisepala,-20.043889,-44.035278
Encyclia oncidioides,-11.265556,-41.255
Gomesa ciliata,-12.195,-39.183889
Aspidogyne pedicellata,-18.742222,-43.738333
Pelexia orthosepala,-16.910556,-42.915278
Habenaria campylogyna,-18.742222,-43.738333
Habenaria magniscutata,-18.742222,-43.738333
Epistephium williamsii,-16.910556,-42.915278
Epidendrum dendrobioides,-19.555833,-43.553889
Cleistes paranaensis,-16.017222,-43.016667
Prosthechea pachysepala,-16.017222,-43.016667
Cleistes speciosa,-16.017222,-43.016667
Eulophia maculata,-13.246389,-42.247222
Campylocentrum crassirhizum,-13.15,-39.15
Liparis nervosa,-13.15,-39.15
Eulophia maculata,-13.15,-39.15
Eulophia alta,-13.15,-39.15
Habenaria melvillei,-13.15,-39.15
Trichocentrum cebolleta,-13.124167,-40.122222
Trichocentrum pumilum,-13.124167,-40.122222
Campylocentrum robustum,-13.124167,-40.122222
Encyclia alboxanthina,-12.431111,-41.419167
Gomesa barbata,-12.181944,-39.180833
Habenaria nuda,-14.887778,-47.890556
Gomesa hydrophila,-14.5075,-47.504444
Koellensteinia florida,-14.027778,-39.021667
Cattleya luetzelburgii,-13.381944,-41.373611
Cattleya pfisteri,-12.504722,-41.5075
Bulbophyllum meridense,-12.4675,-40.478333
Anathallis microphyta,-8.413611,-36.405278
Bulbophyllum involutum,-19.552778,-43.560833
Bulbophyllum exaltatum,-19.552778,-43.560833
Habenaria nuda,-13.871111,-45.871944
Bulbophyllum exaltatum,-11.989444,-40.996389
Bulbophyllum meridense,-8.413611,-36.405278
Galeandra montana,-13.871111,-45.871944
Cleistes exilis,-18.675,-43.673889
Microchilus lamprophyllus,-13.65,-39.65
Dichaea cogniauxiana,-13.665833,-39.654167
Aspidogyne foliosa,-13.65,-39.65
Gomesa ranifera,-12.466667,-39.466667
Gomesa recurva,-12.466667,-39.466667
Sacoila lanceolata,-12.466667,-39.466667
Sarcoglottis fasciculata,-4.19,-35.186667
Pelexia goninensis,-12.466667,-39.466667
Prosthechea vespa,-12.466667,-39.466667
Vanilla palmarum,-9.083333,-38.083333
Vanilla palmarum,-9.2,-38.2
Cattleya pfisteri,-12.513611,-41.504167
Epidendrum pseudavicula,-24.864444,-49.853611
Brachystele guayanensis,-14.725,-46.728611
Encyclia conchaechila,-6.430556,-48.428611
Epidendrum dendrobioides,-13.458611,-47.465833
Cattleya luetzelburgii,-13.859722,-41.85
Prescottia stachyodes,-20.086667,-41.098056
Gomesa ramosa,-12.484167,-40.483333
Bifrenaria tyrianthina,-13.859722,-41.85
Gomesa sincorana,-13.859722,-41.85
Prescottia montana,-20.086667,-41.098056
Prescottia plantaginifolia,-20.086667,-41.098056
Epidendrum dendrobioides,-13.859722,-41.85
Prescottia oligantha,-23.446667,-43.443889
Epistephium williamsii,-12.431111,-41.419167
Cattleya elongata,-13.846944,-41.845
Cattleya elongata,-13.751111,-41.764167
Cleistes moritzii,-13.751111,-41.764167
Veyretia simplex,-11.713333,-47.7
Polystachya caespitosa,-15.402778,-39.408056
Octomeria alexandri,-13.566667,-41.566667
Habenaria fluminensis,-13.566667,-41.566667
Trichocentrum pumilum,-12.199722,-39.184167
Vanilla palmarum,-11.246389,-41.235
Epidendrum martianum,-12.195,-39.183889
Acianthera saundersiana,-12.195,-39.183889
Cattleya aclandiae,-12.183333,-39.183333
Encyclia andrichii,-14.5,-42.5
Encyclia alboxanthina,-13.313611,-41.300833
Trichocentrum pumilum,-12.15,-39.15
Malaxis excavata,-14.203611,-39.202778
Gomesa recurva,-15.558333,-39.565278
Cattleya sincorana,-12.466667,-41.466667
Epistephium williamsii,-14.027778,-39.021667
Catasetum roseoalbum,-14.027778,-39.021667
Maxillaria nasuta,-14.203611,-39.202778
Stelis sclerophylla,-14.203611,-39.202778
Zygopetalum maculatum,-15.340278,-39.341667
Stelis sclerophylla,-16.053611,-40.054444
Epidendrum ramosum,-15.340278,-39.341667
Prosthechea bohnkiana,-16.053611,-40.054444
Epidendrum secundum,-15.340278,-39.341667
Octomeria tricolor,-16.053611,-40.054444
Koellensteinia florida,-15.059722,-39.054722
Maxillaria crassifolia,-15.558333,-39.565278
Trichocentrum cepula,-12.183611,-39.183611
Acianthera ochreata,-11.154722,-41.163056
Stelis deregularis,-16.053611,-40.054444
Elleanthus brasiliensis,-16.053611,-40.054444
Phymatidium falcifolium,-15.558333,-39.565278
Promenaea xanthina,-16.056389,-40.054444
Epidendrum carpophorum,-16.056389,-40.054444
Stelis aprica,-15.340278,-39.341667
